,raw_group_size,raw_waiting_band_eligible_member_count,cohort_eligible_member_count,eligible_member_fraction_of_group,dbscan_centroid_x_m,dbscan_centroid_y_m,dbscan_spread_m,dbscan_mean_vx_mps,dbscan_mean_vy_mps,dbscan_mean_speed_mps,group_male_ratio,group_female_ratio,group_unknown_gender_ratio,group_young_ratio,group_adult_ratio,group_old_ratio,group_unknown_age_ratio,member_distance_to_crossing_line_m_mean,member_distance_to_crossing_line_m_min,member_distance_to_crossing_line_m_max,member_current_vy_mps_mean,member_current_vy_mps_min,member_current_vy_mps_max,member_current_speed_mps_mean,member_current_speed_mps_min,member_current_speed_mps_max,member_history_mean_vy_mps_mean,member_history_mean_vy_mps_min,member_history_mean_vy_mps_max,member_history_mean_speed_mps_mean,member_history_mean_speed_mps_min,member_history_mean_speed_mps_max,member_history_y_displacement_m_mean,member_history_y_displacement_m_min,member_history_y_displacement_m_max,member_window_low_speed_fraction_mean,member_window_low_speed_fraction_min,member_window_low_speed_fraction_max,member_waiting_band_dwell_sec_mean,member_waiting_band_dwell_sec_min,member_waiting_band_dwell_sec_max,member_waiting_low_speed_time_sec_mean,member_waiting_low_speed_time_sec_min,member_waiting_low_speed_time_sec_max,member_history_observed_fraction_mean,member_history_observed_fraction_min,member_history_observed_fraction_max,member_history_interpolated_fraction_mean,member_history_interpolated_fraction_min,member_history_interpolated_fraction_max,member_history_max_unobserved_gap_sec_mean,member_history_max_unobserved_gap_sec_min,member_history_max_unobserved_gap_sec_max,active_vehicle_count,approaching_vehicle_count,stopped_vehicle_count,veh1_lateral_x_m,veh1_front_y_m,veh1_speed_mps,veh1_closing_speed_mps,veh1_ttc_capped_sec,veh1_history_mean_front_y_m,veh1_history_front_y_change_m,veh1_history_observed_fraction,veh2_lateral_x_m,veh2_front_y_m,veh2_speed_mps,veh2_closing_speed_mps,veh2_ttc_capped_sec,veh2_history_mean_front_y_m,veh2_history_front_y_change_m,veh2_history_observed_fraction,veh3_lateral_x_m,veh3_front_y_m,veh3_speed_mps,veh3_closing_speed_mps,veh3_ttc_capped_sec,veh3_history_mean_front_y_m,veh3_history_front_y_change_m,veh3_history_observed_fraction
group_male_ratio,-0.1898648451036782,0.03988741030124478,0.03988741030124478,0.1602153770586525,0.18853198605672497,0.0931607001547042,-0.09198671525077985,0.03128636156750487,-0.010339979669007607,-0.010135177790600613,1.0,-0.5853760752415169,-0.689591063786805,0.011409141128013209,-0.13663053743905257,0.009881537368791193,0.1269953754143418,-0.06358808867362695,-0.051236894635308075,-0.06876051524843997,-0.015837756732271144,-0.018629109346985535,-0.010120267624290783,0.01911464376455289,0.000714182957435426,0.021271232164987667,-0.042754126346753275,-0.04863764985398486,-0.025933689563597595,0.010858168862743595,0.0021023116383735983,0.012489056092112065,-0.040822909713714974,-0.050638471136112966,-0.02406785445170315,0.003045938655269572,-0.0021371745914733737,0.0027131715933246324,0.06655192649916314,0.05535218679741784,0.06552965186457421,0.050029022317312544,0.02320305432442774,0.05081032319052396,0.14490353096477804,0.14550282552515767,0.10191621706890204,-0.1375020369482414,-0.09926719375727208,-0.13869512257106295,-0.1403951408640332,-0.10023760105427029,-0.14044075121534524,-0.06314427810029699,-0.1453733932046017,0.010561433003184057,0.05547384195622709,-0.03311918849857696,0.005917586230235032,0.036708502406053146,-0.03961362968976963,0.004547107252755891,-0.06916974035168538,0.02138664851642458,0.012963521536458193,-0.057582390980212964,-0.016404204551344826,0.016541081820578556,0.01699323693934955,-0.03215706600024625,-0.028783815356857007,0.007699297688259422,-0.029449451070940408,-0.04558614321324161,-0.09642273243132381,-0.08663812054363461,0.10381050465489707,-0.04923522782292094,0.07877434629152176,0.010360044913324432
group_female_ratio,0.10144042131053235,0.07164980601880967,0.07164980601880967,0.010872824762181833,-0.13287469453277428,0.13924666172248787,0.08536208528905131,-0.021755687655536763,-0.015829366159261508,0.041521103071122986,-0.5853760752415169,1.0,-0.11894220079429418,0.04187652509235956,0.16717514345323814,0.14346087949388525,-0.2361089098415821,-0.14258179310309166,-0.15834855565943184,-0.11438270897235335,-0.003271733548872682,-0.033439079173975754,0.029333859575135304,0.04497371979484594,0.009865026968068237,0.05842498018714964,0.027097035874364774,0.006008226716420033,0.04364287252517066,0.0458720583963862,0.03162571672514601,0.05578755151597673,0.028731269964319087,0.008331813495606239,0.04604007544685063,-0.05577317566688023,-0.06816306972187382,-0.040463805822701024,-0.04124395521474322,-0.049376707424676015,-0.033885191595283366,-0.04873979731168625,-0.05557946461685166,-0.04111666161775918,-0.043409606123432,-0.05166515159567192,0.006519025517724324,0.04049887138729717,-0.004754614530626995,0.04805919507068369,0.04267306378345104,-0.006249960618018076,0.0517615206317367,-0.10245493254641316,-0.026347322411634993,-0.12387012793677855,0.0026969128653566436,0.07319869492775445,0.0951951584450283,0.0807402388090725,-0.05231232455120288,0.07789228749700192,-0.05857662018169819,-0.1240047915114523,-0.046322863474335035,0.05426235471239518,0.06277064218317778,0.04967189795159833,-0.027704881437530162,0.06568456349642054,-0.038391619365129255,-0.13268624454519767,-0.055238739652014625,0.011514489562239678,0.08404306761292844,0.08597017608715875,-0.03471011042291917,0.043293804758058704,-0.07349167583672925,-0.1253324356931718
group_unknown_gender_ratio,0.24143418411594336,-0.07421708746200578,-0.07421708746200578,-0.23522752171723313,-0.09381949477066077,-0.233647083691214,0.11952109646224879,-0.01637138261554226,0.02678796750143125,0.000278264313917987,-0.689591063786805,-0.11894220079429418,1.0,-0.04526771641587693,0.0045646907489523166,-0.11018063907209898,0.0771077693464246,0.20358692815178572,0.1932029655544178,0.1963701346606096,0.02068097592099085,0.03174445416106136,0.004574296231419703,-0.041396104295930915,-0.010590045052636547,-0.04646340527911114,0.02091059563661994,0.03500582254156913,0.0014161107661130393,-0.033836911438074095,-0.023562305795041573,-0.034754885515237144,0.018195322862760703,0.03617209516544415,-0.0012861476212536849,0.02608369159450525,0.03490480242918308,0.022656406212120665,-0.058947143379114594,-0.051912836562696976,-0.058689799679940015,-0.03362041321590327,-0.008046520464832976,-0.03745809810781716,-0.12861053938873196,-0.1254249808159846,-0.11864398292891457,0.11993764052649071,0.11259479003754011,0.11734681346222477,0.1241233411554416,0.11626585786490805,0.11954523613029697,0.13682089462897196,0.17103446298055244,0.08408565493042618,-0.07878943611482893,-0.012123557725923585,-0.07711883816030857,-0.09857029249272485,0.08079096161372137,-0.05774120833998154,0.11951480231473427,0.07038354325435885,0.013320070280913872,0.03694446022986529,-0.023698437423047895,-0.04475117913760042,0.00356108143898318,0.0009011693757101123,0.05002265231581168,0.0981819073212993,0.058079201940615006,0.04839994106521601,0.04898663318574014,0.03834290941111495,-0.086217453273393,0.03124752544569595,-0.0368122752410781,0.08733605451770914
group_young_ratio,0.08690694854478295,0.048764882997909424,0.048764882997909424,-0.013310230421249614,0.0530479792305004,-0.03452242364966383,0.1334995660035805,0.03357056797472942,-0.08730691364464116,0.13800622852377392,0.011409141128013209,0.04187652509235956,-0.04526771641587693,1.0,-0.3981760715443562,0.02835095521466621,-0.25559444328812303,0.034764570442499934,0.02318320322549584,0.050961769448391175,-0.0961596296609017,-0.13178413074751238,-0.032693785637666846,0.13256271496258815,0.08480642557663454,0.14334398691957703,-0.11817218396792649,-0.15478859303336062,-0.04046431818347097,0.15748383456135862,0.1168984567283707,0.17363652476857647,-0.11424997684436992,-0.15385148517406963,-0.03815142826487847,-0.15534282466450072,-0.18396414218863075,-0.11255677148521379,-0.09417155193022506,-0.11643808390371883,-0.07996627516572419,-0.1168080281356567,-0.14615961901270097,-0.10637456008859536,0.013979923029473611,0.008129601296905646,0.028977263367416926,-0.015122277760034494,-0.02668829834902745,-0.009365822675343952,-0.009693742026632535,-0.028398292019279275,-0.002178973552358944,-0.05867379451673981,-0.1057944671262234,0.020347889898443487,-0.07936519287148756,-0.047688029492334416,-0.06287525865293513,-0.06657063465655796,0.06145703170981622,-0.06548431656389098,0.08291898745515598,-0.00933296987213267,-0.08868874186873804,-0.0012248717037897934,-0.07231547936390918,-0.08354620136220929,0.08245614823405188,-0.03899859116500568,0.10315104085640901,-0.015027360654081555,-0.09980558532682639,0.004031170243741617,-0.04983829599989813,-0.05096417348048253,0.05766771549393214,-0.033024501453840505,0.06232521889275357,-0.0073435400962758215
group_adult_ratio,-0.09383162042579572,0.02035959095694961,0.02035959095694961,0.09537480476332186,-0.05567169210381885,0.15811037434484193,-0.0918463005103483,-0.029924194313828915,0.045258981629097694,-0.07390876358096768,-0.13663053743905257,0.16717514345323814,0.0045646907489523166,-0.3981760715443562,1.0,-0.10823796019824797,-0.6957075170132077,-0.141428500881859,-0.13645397065134396,-0.13867411434013993,0.04692180920830824,0.05265472442585366,0.029910558846877645,-0.04576976120221069,-0.04596382150703159,-0.04453635521706382,0.07313147977600765,0.08785200740632584,0.03847620597812761,-0.07428147201388083,-0.05714993184538448,-0.07862995059722226,0.07078881335357587,0.08687901532785229,0.038685206398464005,0.07115194720339683,0.08404344876546609,0.05289085819635855,0.027794319464892463,0.02880033072830319,0.029806490398178096,0.034595800013670804,0.04524351166072689,0.03363235035836065,-0.03571330142205468,-0.033919492397070865,-0.03238944603199986,0.019997666727146184,0.008588908081395823,0.018719517448449675,0.03641263092917686,0.03263695141648345,0.034665563748959176,0.08184840935998253,0.1600104498777906,-0.041638008884850565,0.1421091145756533,0.07384227513286266,0.12074808476106977,0.1312926895762515,-0.11160616819568629,0.10253762656222783,-0.1456656969535419,0.023144911491492566,0.16229522624545964,0.05555453935791577,0.13255457350112,0.1327003515864295,-0.1553789493439351,0.10651970582098039,-0.15690563563566284,0.07585970695147529,0.09674127194827288,0.07385044498170587,0.07450601258827926,0.0649299291398707,-0.09989561687449515,0.10620935948055134,-0.07902042795615877,0.08121164568069802
group_old_ratio,0.10978337095696561,-0.04069870469776635,-0.04069870469776635,-0.1111906184543153,-0.08660082162506325,0.1474068152605596,0.13232388978061888,-0.012180463367946493,-0.03476398467614152,0.04602160147357697,0.009881537368791193,0.14346087949388525,-0.11018063907209898,0.02835095521466621,-0.10823796019824797,1.0,-0.19566727163798592,-0.1455978694212714,-0.14259372933303294,-0.13976790397742936,-0.04392841839374372,-0.05109718887959379,-0.03481405473049635,0.010348073614872591,0.01238183001452719,0.007555833042935426,-0.00987038042609236,-0.01010827639643606,-0.0014599093841699124,0.027185765067971983,0.03324062061371822,0.02082096531547963,-0.010979625815495652,-0.012024780177935202,-0.0021301316971823066,-0.02464700488900119,-0.0286320075057122,-0.019563494285418502,-0.05720788066160092,-0.03462567842328671,-0.058732430858688046,-0.037400151149633604,-0.026645040200247685,-0.03914067167575279,0.014233411614708787,0.013503245240945125,0.01390778463126358,-0.016619439444703205,-0.007768640153782663,-0.016164081003456825,-0.01090662947203672,-0.012710970849490471,-0.01026752901923337,-0.17973170358864848,-0.18081230892827432,-0.11675450236940366,0.046359405437519915,0.039419052533133554,0.12219494640001889,0.12391293108739213,-0.07968062493141348,0.08322269687886011,-0.10919363107455207,-0.16825044186057544,-0.01927281197826184,0.010565799492689201,0.06634415179548893,0.07994704699487248,-0.00038987489795550126,0.04936364247487329,-0.06484168866584261,-0.2020788811568208,-0.06936015201501042,0.002653750403844246,0.020899622546609903,0.04574331185375312,0.05686686414131104,0.01866423083215631,-0.03124779888100781,-0.1901629641781754
group_unknown_age_ratio,0.12113290006251047,-0.010276879525138357,-0.010276879525138357,-0.10235029926244597,0.07281095107555637,-0.19025045678544278,0.0477039393581433,0.01539175937294425,0.025606178262487043,-0.029052892096092024,0.1269953754143418,-0.2361089098415821,0.0771077693464246,-0.25559444328812303,-0.6957075170132077,-0.19566727163798592,1.0,0.17363099178730718,0.16991858709480828,0.16682175193924575,0.026712006865680826,0.03511289594207989,0.011453380256288014,-0.047172459803557984,-0.03290891281054951,-0.04637091115836431,0.006998210954192982,0.0071818721127046075,-0.00015670969740063777,-0.03656851728497799,-0.04140198540773389,-0.030676008140955464,0.008038236708768961,0.009035249632666538,-0.0014586068458496213,0.046892443213058264,0.0472372347782563,0.03931247851514692,0.059676502926483695,0.047507813568407616,0.05502733633198577,0.06713960155964524,0.05901043122855489,0.064603021704837,0.0054797147679292195,0.005493872784017817,-0.00033371688758595034,0.014358851623771037,0.016539257043372942,0.014692632826830377,-0.010539896610770386,-0.001027318435651166,-0.01176400041158506,-0.0009250251833784537,-0.041114334992617046,0.057023989855324975,-0.10080621696952961,-0.06780570470469897,-0.10903055359970842,-0.12237506042745167,0.09169221764403382,-0.09348665369620417,0.12203330834003967,0.020826518929306835,-0.10000540020346067,-0.07122776994091119,-0.0962810485661461,-0.09314342320518589,0.09850498306748917,-0.10236607848705687,0.09892843312949418,-0.016660230673292434,-0.02410933161371679,-0.09444057383393951,-0.042124027381730114,-0.03540692250265396,0.04051506649764849,-0.09795399782108208,0.03341698232227528,-0.027878875283344245
member_distance_to_crossing_line_m_mean,0.013482555610421847,-0.023216760915446152,-0.023216760915446152,-0.04097134618044094,-0.00039762128631724863,-0.9587805308989293,-0.0009329678841073038,0.01836064506980424,-0.04575884637181553,-0.02049661222782843,-0.06358808867362695,-0.14258179310309166,0.20358692815178572,0.034764570442499934,-0.141428500881859,-0.1455978694212714,0.17363099178730718,1.0,0.977829057469692,0.9654781840468708,-0.016531116235624085,0.024550889119001856,-0.04218845255336101,-0.055578316966922676,-0.01850482365339653,-0.06616797377408745,-0.06871538455222952,-0.03799455265750079,-0.08701639577246173,-0.07786101241377776,-0.07224553513447558,-0.07427614941202829,-0.06890584716053866,-0.0364409560324502,-0.08788513903207207,0.07354387695161223,0.06652382013737251,0.06813596531114349,0.034466839354073034,0.0471648412504223,0.023800704614173985,0.02911122776709734,0.03946382326130839,0.02136470677606682,-0.02569362130405622,-0.022933991414157445,-0.022464645214779515,0.03958992916564397,0.040045640337700264,0.03660063852894176,0.02374409197262758,0.02218565100181148,0.020091966538658263,0.05025235877176249,0.01894682507147522,0.10416690056365092,-0.04952149062873134,-0.03898436967866519,-0.08470031055756558,-0.09610505106238425,0.10313938130906672,-0.0819815421322768,0.107476803284484,0.04493059070470369,0.028887354456867725,-0.06437818108074032,-0.0815585993524713,-0.08394647689635693,0.08042851651701377,-0.09505736002255849,0.0826137053245531,0.09776713490705094,0.09459269940307954,0.008569683854803237,-0.03737932904648226,-0.05513305226256026,0.012470414727638175,-0.015056700249585869,0.0422775292991798,0.08227870384705932
member_distance_to_crossing_line_m_min,-0.046881776117183964,-0.13906192851351581,-0.13906192851351581,-0.10320933566132003,0.00439430544469711,-0.9397561879446593,-0.06112635178010901,0.016892032882682793,-0.04743270189770011,-0.03910321841900637,-0.051236894635308075,-0.15834855565943184,0.1932029655544178,0.02318320322549584,-0.13645397065134396,-0.14259372933303294,0.16991858709480828,0.977829057469692,1.0,0.8983908309497304,-0.01568887669631657,0.07032859978394852,-0.08467905836697741,-0.08358543632889202,0.0011486649830127326,-0.11725077085802106,-0.06732225033717779,-0.0025126726787039113,-0.12208424238739432,-0.09345579662002268,-0.05500952022323861,-0.11663509669919311,-0.06902849046564655,-0.0016833572204729386,-0.12440401400521878,0.07812822101457532,0.1016111521415869,0.05014535917641365,0.03604004325424607,0.09898219379270473,0.005313394443839226,0.025769718235574394,0.08198160048964628,0.005627755355469769,-0.00011944385837414631,0.013295009594801482,-0.05326960562676725,0.013447135154315613,0.07120384714354668,0.000561385435736114,-0.0008337297324819725,0.052912047525774344,-0.01501140092358191,0.058111788720816106,0.011509824946125614,0.11638315232803516,-0.03402669897408035,-0.03918238542381483,-0.08992235166239579,-0.10294282148936573,0.11208314241403113,-0.08629312510043195,0.11574852590630859,0.04449960689734238,0.03854662514785996,-0.06790396523817896,-0.08864155244311665,-0.09132361452351737,0.0937084277657447,-0.10464915906818231,0.0914405620513047,0.09555725948822112,0.09375374354018244,0.000775268988426354,-0.04736127823263902,-0.0640097311950444,0.024424743830350645,-0.027920767303637985,0.05475895396931064,0.083871768298148
member_distance_to_crossing_line_m_max,0.09027328460124437,0.12449018778978466,0.12449018778978466,0.03996216637591053,0.007438861053095207,-0.9212041611394695,0.07562002484210535,0.020215989017935296,-0.038262981567257645,-0.007750945681379105,-0.06876051524843997,-0.11438270897235335,0.1963701346606096,0.050961769448391175,-0.13867411434013993,-0.13976790397742936,0.16682175193924575,0.9654781840468708,0.8983908309497304,1.0,-0.014510866708466467,-0.02692069110331516,0.01172985342432429,-0.028735374292510045,-0.05508420519380112,-0.007464199715368354,-0.06175603796740401,-0.07325625812211986,-0.038226882956155867,-0.06629690126743568,-0.1033174419196809,-0.025277616972072054,-0.06033833327808096,-0.07102675773015601,-0.037368373076673185,0.07626942982027116,0.026750871530261875,0.099866056367602,0.0445341113273898,-0.009759965665381377,0.057212933310008096,0.04515100643591741,-0.0058372043610719505,0.0520979997006322,-0.05439756375041933,-0.06649622175745701,0.020175941068140833,0.06849198071709697,-0.00345613412950075,0.07930604682572194,0.05101263282957758,-0.020248067988087076,0.06232558606123103,0.028199628573432292,0.02540863463884871,0.07512906334014134,-0.06266863138311875,-0.034677777064173174,-0.07213954258981706,-0.08113836088228518,0.08622965801167187,-0.06972798101498234,0.08998254711944204,0.039429106669590125,0.016506940153577458,-0.05471517399656572,-0.06104962027621451,-0.062400826856017035,0.055562029913155356,-0.07431696223048675,0.062384406050061424,0.09031214780380922,0.08661960226605947,0.02109995532734941,-0.013483231229306631,-0.0310260826900641,-0.010687904233867448,0.008591931674637305,0.014780680990497914,0.06942366936818185
member_current_vy_mps_mean,-0.01789734658208108,-0.028844616630674873,-0.028844616630674873,-0.020256381496699002,-0.0026503779438742017,0.008407443814999563,-0.01234289546208908,-0.17590088918491512,0.8078938762298856,-0.03675373416361484,-0.015837756732271144,-0.003271733548872682,0.02068097592099085,-0.0961596296609017,0.04692180920830824,-0.04392841839374372,0.026712006865680826,-0.016531116235624085,-0.01568887669631657,-0.014510866708466467,1.0,0.8567401364082547,0.8512396564953073,-0.056623551942914165,-0.031642275470862895,-0.06393123843463101,0.48075373932915155,0.45083537039518895,0.42500205306422745,0.006125549294899821,-0.002403095695996109,0.006699283209251725,0.4822193072941766,0.45248459795971735,0.4252599193785673,0.013385642092655642,0.018116843448661924,0.010673515501274603,0.025477425579855696,0.01795115530114888,0.02574540354484586,0.01032177465151517,0.0021041738117465658,0.011788463562665209,-0.07886966537457929,-0.07689322412322512,-0.05935727565271258,0.06174830717940349,0.04068958316995928,0.06115031922305537,0.07444381444880385,0.05749802531706508,0.07164741093677597,0.02722128764266374,0.04280118491761151,0.0008475004140744821,0.05434253706985141,-0.011434926316491968,0.010032478482764865,-0.0026249359112080696,-0.016915359413518752,-0.008583538051911841,6.9470146157949e-05,0.013273346251613917,0.050829592637204636,-0.010359043607431409,0.01896046191041604,0.003969380136743903,-0.018220877255147233,-0.0054553181018625364,-0.009772600738581265,0.023718092296651328,0.03920878694197893,0.003930194432962403,0.013008080497523243,0.001643540628699035,-0.009709826755388546,0.009049334770431258,-0.009367953870428566,0.015267657174658255
member_current_vy_mps_min,-0.12181688306419604,-0.28902838550817966,-0.28902838550817966,-0.19101575624512138,-0.007034316607763919,-0.0375476063275677,-0.09943173633735519,-0.1420362254502236,0.6779696261482124,-0.19399495884679335,-0.018629109346985535,-0.033439079173975754,0.03174445416106136,-0.13178413074751238,0.05265472442585366,-0.05109718887959379,0.03511289594207989,0.024550889119001856,0.07032859978394852,-0.02692069110331516,0.8567401364082547,1.0,0.5607698335967948,-0.2600521370301046,-0.08219024681497737,-0.32577085271282896,0.46421064710607185,0.5440455272019465,0.2908796963486955,-0.12041527954520892,-0.03814072654747937,-0.1826124049287186,0.46376644972625847,0.5456987950024385,0.28928750251752067,0.0905013229207053,0.16766204058810297,0.027414341489586328,0.036473709002552215,0.1472938265403717,-0.010231319348381037,0.0328317930877012,0.14783704182361881,0.0004756759423242551,0.01177710881555559,0.037606891578752445,-0.10269569525188454,-0.023682503574744447,0.08954395115162656,-0.046395763444676864,-0.013398967882509159,0.10105578628803197,-0.04031135233776985,0.049815234408859974,0.03537464150991073,0.0454371673328301,0.09336475230761164,0.008889790248169408,-0.004521073633499123,-0.017490876358771956,0.024221992469434232,-0.008332316423318536,0.02449438705117612,0.014242326196927136,0.08146807319737936,-0.005233831278948467,0.0018136996861523027,-0.007217341413310998,0.012219388218633323,-0.01462882570319008,0.0017410040453263703,0.026558674690211923,0.07130126902004541,0.010574290961797812,-0.011352419788220847,-0.029232055056188443,0.02809004040937609,-0.006688560573949621,0.028124630128720778,0.01878464149732477
member_current_vy_mps_max,0.08055825283869524,0.23795336271003706,0.23795336271003706,0.16049161998514802,0.014047512331417673,0.04322883327860686,0.07429077851250088,-0.12135402428067278,0.6756466837949148,0.1301598610220122,-0.010120267624290783,0.029333859575135304,0.004574296231419703,-0.032693785637666846,0.029910558846877645,-0.03481405473049635,0.011453380256288014,-0.04218845255336101,-0.08467905836697741,0.01172985342432429,0.8512396564953073,0.5607698335967948,1.0,0.16527787020182,0.02750386645889806,0.2207709239718617,0.3980130534461684,0.2675356845331087,0.4873623333331452,0.13504793780779675,0.04152580040270183,0.19554405304192063,0.4007296024122502,0.26823118749081354,0.4897049386942998,-0.08401755964411184,-0.14992018236829546,-0.02635008252795494,0.0031662441962273823,-0.10902912632027804,0.047735521290318786,-0.02882741764761677,-0.15131537956779673,0.004740074184775699,-0.13989008737663328,-0.16012343394416392,-0.0033966145638127648,0.12268501602113034,-0.019070474511124716,0.14254329765016877,0.1333505289089742,0.0015060088946181863,0.15297208727466935,-0.013644098800286312,0.024090399840780038,-0.03642831131971548,0.008952156614274015,-0.01870550036905932,0.013923647537798019,0.00602134183093909,-0.03708731446553529,-0.006361014380296968,-0.010573495925053501,0.004994989784441986,-0.00018979806130189935,-0.00163265616284813,0.021021828562823662,0.007086788512244751,-0.02792447112041062,0.009446574325135182,-0.014936334612359568,0.006730064891369863,0.0015075432101250728,0.006571873249419788,0.029898595979201113,0.031746900988679515,-0.03670910442582428,0.025853549584595417,-0.03505699177500618,0.0007647651409818209
member_current_speed_mps_mean,0.04664457871252669,-0.08931016940193608,-0.08931016940193608,-0.11799965821251387,0.1349557253507693,0.06995212929957811,0.16674300025783056,0.011736487587863753,-0.04564053695828423,0.8652469564873518,0.01911464376455289,0.04497371979484594,-0.041396104295930915,0.13256271496258815,-0.04576976120221069,0.010348073614872591,-0.047172459803557984,-0.055578316966922676,-0.08358543632889202,-0.028735374292510045,-0.056623551942914165,-0.2600521370301046,0.16527787020182,1.0,0.8408510985250621,0.9653925916687922,-0.14695317516021353,-0.2489497246883187,0.0017047625646087674,0.7099754876715795,0.6568306941757583,0.6770632927169925,-0.14491613911652398,-0.24859920443373162,0.004413378886059121,-0.707053031878913,-0.6960243405562887,-0.655913088632268,-0.5124178722768463,-0.5297842131773564,-0.4744959222092148,-0.6277951771048109,-0.6778129184063202,-0.5922913387651074,-0.21969186927038137,-0.21151269454731114,-0.17150853623185164,0.2106184521593163,0.16619462468284177,0.20227544524319557,0.2198292572428541,0.17052266481936587,0.21048331547303764,-0.057394492493841084,-0.15922867061507598,0.022230331933234287,-0.0921730696769063,-0.026597738199276435,-0.06997831873981694,-0.03944245426252977,0.013993974153519051,-0.032760895413541706,0.04220719522831224,-0.006225484068403945,-0.17446192774937314,-0.02301355117025262,-0.1307224572077633,-0.1156822482316059,0.12567279185860114,-0.06330123342793552,0.11938990735555544,-0.053142162295368243,-0.18513055051431182,-0.016383207793734762,-0.13033941617919842,-0.09249115789659669,0.1100892014383266,-0.05925588293284891,0.10061150999206483,-0.016576585779738303
member_current_speed_mps_min,-0.07774702779253004,-0.42196252858270084,-0.42196252858270084,-0.34482456965272196,0.10628305280473964,0.02610044050205266,0.06267022597050191,0.008822413872695804,-0.024969621620493827,0.7563522450304132,0.000714182957435426,0.009865026968068237,-0.010590045052636547,0.08480642557663454,-0.04596382150703159,0.01238183001452719,-0.03290891281054951,-0.01850482365339653,0.0011486649830127326,-0.05508420519380112,-0.031642275470862895,-0.08219024681497737,0.02750386645889806,0.8408510985250621,1.0,0.6908832308395316,-0.1281492742772407,-0.13785942227845002,-0.08777551947250548,0.6703858501380187,0.7471066698253097,0.5362728821682138,-0.1281263547491663,-0.13637094459872273,-0.08718225833603421,-0.7352295801896549,-0.6087155971697178,-0.76577132068939,-0.6028239218759219,-0.4617826286140558,-0.6105800316569233,-0.7234644801396487,-0.6011286540989648,-0.7236051195658786,-0.1646356777682331,-0.12755015608099735,-0.2548449080430324,0.15467843934094852,0.24928174496883898,0.11934783266908118,0.16834890637678465,0.2542952422180259,0.12935695864354668,0.007974395956504936,-0.17997933937131366,0.1166815315115552,-0.04911068831984374,-0.025453167299432984,-0.12853304664073414,-0.1013334893396985,0.09819759035132092,-0.0664966719059494,0.10854947496005081,0.008946273751925369,-0.1380684257942529,-0.04867348968509838,-0.19901929213335817,-0.17696797553169677,0.19910202074892092,-0.1188786599110203,0.1781815328274556,-0.03715466989683382,-0.16243249073872024,-0.0398090842526089,-0.21640659431459042,-0.17835496022065603,0.19111185737618644,-0.1259961287223756,0.18243723003892168,0.01415091050730057
member_current_speed_mps_max,0.11334821082530348,0.10478127285453136,0.10478127285453136,0.01791465451314964,0.1339850655404654,0.08079036573558922,0.20588601683264401,0.013865627521583185,-0.051617544908478225,0.817706813482879,0.021271232164987667,0.05842498018714964,-0.04646340527911114,0.14334398691957703,-0.04453635521706382,0.007555833042935426,-0.04637091115836431,-0.06616797377408745,-0.11725077085802106,-0.007464199715368354,-0.06393123843463101,-0.32577085271282896,0.2207709239718617,0.9653925916687922,0.6908832308395316,1.0,-0.14094686859847386,-0.283831011662941,0.05065297170717142,0.657802222513745,0.5474527231623966,0.680382824324143,-0.1385719170634083,-0.28427039959065026,0.05376181291235072,-0.6252194202735496,-0.6748405952539845,-0.5366945563491589,-0.41784898708491375,-0.5136266989638459,-0.3604979343190056,-0.5191746028959109,-0.6508857325361523,-0.4689778245021654,-0.22694350331063404,-0.23577442305024215,-0.10928064199722289,0.22075199771526052,0.10380859691451216,0.22849252920953142,0.22519982163898183,0.10819650152545993,0.2333762613986976,-0.07756860544185627,-0.12889304350019318,-0.021702245985470898,-0.10742512337940205,-0.027854114013709262,-0.039426131750373114,-0.012636097016036171,-0.02230258837538033,-0.018924996812006552,0.012916641109623178,-0.010414550094205378,-0.17521156647663813,-0.010967569419058068,-0.08739285397955239,-0.07749104164737494,0.07631608009168799,-0.03327960415373955,0.08104601487956502,-0.05106450639985643,-0.17720008300932957,-0.00575791201841493,-0.07889216515822452,-0.043788762270880965,0.05879596421377373,-0.0245375360192064,0.05177516175253545,-0.02486963846505846
