dataset,horizon_sec,feature_name,positive_rows,negative_rows,block,variable_type,behavioural_reason,selection_status,primary_association_test,effect_size,test,n_positive_nonmissing,n_negative_nonmissing,positive_mean,negative_mean,positive_median,negative_median,statistic,p_value,effect_size_name,test_detail,q_value_bh,fdr_significant_0p05
group_snapshot,1,member_current_vy_mps_min,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.15045100796999522,mann_whitney_u,316,3375,-0.2624774493670886,-0.4334268737777778,0.042606,-0.162306,613478.0,9.468478310432294e-06,rank_biserial,two_sided,2.55454934167988e-05,True
group_snapshot,2,member_current_vy_mps_min,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.14989235822926905,mann_whitney_u,613,3078,-0.26831514029363784,-0.44875938661468484,-0.027625,-0.1686,1084816.5,4.38139477310587e-09,rank_biserial,two_sided,8.667541833752916e-09,True
group_snapshot,3,member_current_vy_mps_min,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.16888229880355854,mann_whitney_u,770,2921,-0.22673972207792206,-0.4694176607326258,-0.0265145,-0.173143,1314507.5,5.207208433716914e-13,rank_biserial,two_sided,1.2150153012006132e-12,True
group_snapshot,1,member_current_vy_mps_max,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.5511898734177214,mann_whitney_u,316,3375,1.4940533037974684,0.23451660414814818,1.3039105,0.068774,827172.0,3.304488061265126e-59,rank_biserial,two_sided,1.0023613785837548e-57,True
group_snapshot,2,member_current_vy_mps_max,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.5274913160491708,mann_whitney_u,613,3078,1.2444876704730832,0.1626846786874594,1.0352,0.0499915,1441046.0,8.941836497760666e-95,rank_biserial,two_sided,2.7123570709874023e-93,True
group_snapshot,3,member_current_vy_mps_max,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.5082603804959163,mann_whitney_u,770,2921,1.1276961688311689,0.13532637213283122,0.86029,0.042948,1696167.0,1.1070298228859447e-104,rank_biserial,two_sided,3.3579904627540324e-103,True
group_snapshot,1,member_current_speed_mps_mean,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.4868607594936709,mann_whitney_u,316,3375,1.6170805865581677,0.9219588161950618,1.4123618333333332,0.599267,792868.5,1.3760453230982171e-46,rank_biserial,two_sided,2.0870020733656292e-45,True
group_snapshot,2,member_current_speed_mps_mean,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.42293623006825265,mann_whitney_u,613,3078,1.4226505252213937,0.8936074392625082,1.236201,0.548338,1342408.0,1.3487932001585643e-61,rank_biserial,two_sided,1.534252265180367e-60,True
group_snapshot,3,member_current_speed_mps_mean,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.40465860739739545,mann_whitney_u,770,2921,1.364207070360235,0.8805782354787173,1.16722175,0.526467,1579658.0,4.7590936731485594e-67,rank_biserial,two_sided,4.811972491739099e-66,True
group_snapshot,1,member_current_speed_mps_min,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.3468663853727145,mann_whitney_u,316,3375,1.0428157974683545,0.6759224234074074,0.7662685,0.311163,718216.5,1.7690319223945474e-24,rank_biserial,two_sided,7.665804997043038e-24,True
group_snapshot,2,member_current_speed_mps_min,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.3008621941537428,mann_whitney_u,613,3078,0.9185563327895595,0.6652673615984406,0.689704,0.2831715,1227242.5,4.924064571025299e-32,rank_biserial,two_sided,2.0367721634695556e-31,True
group_snapshot,3,member_current_speed_mps_min,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.30991610238443523,mann_whitney_u,770,2921,0.9140069922077922,0.652852648750428,0.68799,0.267659,1473112.0,4.5700625425430765e-40,rank_biserial,two_sided,2.0793784568570998e-39,True
group_snapshot,1,member_current_speed_mps_max,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.5129338959212377,mann_whitney_u,316,3375,2.2611659113924047,1.2053971318518517,1.9299295,0.783352,806772.0,1.6245773122785863e-51,rank_biserial,two_sided,3.6959133854337837e-50,True
group_snapshot,2,member_current_speed_mps_max,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.4464467615779828,mann_whitney_u,613,3078,2.003181659053834,1.1549036358024691,1.649362,0.7201555,1364588.0,2.0035485979712232e-68,rank_biserial,two_sided,4.5580730603845325e-67,True
group_snapshot,3,member_current_speed_mps_max,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.41811868378112815,mann_whitney_u,770,2921,1.8789005207792207,1.1420713272851764,1.5609385,0.684656,1594795.0,1.8549696940071925e-71,rank_biserial,two_sided,2.4114606022093503e-70,True
group_snapshot,1,member_history_mean_vy_mps_mean,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.3759999999999999,mann_whitney_u,316,3375,0.367813363619215,-0.0869338909038837,0.3072132015873016,-0.0128967619047619,733752.0,1.7794544196807943e-28,rank_biserial,two_sided,8.522650115313278e-28,True
group_snapshot,2,member_history_mean_vy_mps_mean,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.4379435386847883,mann_whitney_u,613,3078,0.3659914896383947,-0.13045017610307716,0.3184809523809523,-0.02063433730158725,1356566.0,6.51216929067013e-66,rank_biserial,two_sided,9.876790090849697e-65,True
group_snapshot,3,member_history_mean_vy_mps_mean,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.4688173859690463,mann_whitney_u,770,2921,0.36278288769525874,-0.1562874640268007,0.31671315864661653,-0.0255468809523809,1651810.0,2.3635487086117563e-89,rank_biserial,two_sided,5.377073312091745e-88,True
group_snapshot,1,member_history_mean_vy_mps_min,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.14103516174402242,mann_whitney_u,316,3375,-0.005024703397003899,-0.22036630315970626,-0.016732976190476152,-0.0599139999999999,608457.0,3.29893913026768e-05,rank_biserial,two_sided,8.113607050117807e-05,True
group_snapshot,2,member_history_mean_vy_mps_min,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.2078392464758052,mann_whitney_u,613,3078,0.03696959306345404,-0.24950826510245586,0.0146568095238095,-0.06594061904761905,1139484.0,4.0166860246415533e-16,rank_biserial,two_sided,1.4058401086245435e-15,True
group_snapshot,3,member_history_mean_vy_mps_min,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.24445551025489398,mann_whitney_u,770,2921,0.06120526498558276,-0.2712948077632183,0.0213203053221288,-0.0700098571428571,1399496.0,1.456477747397434e-25,rank_biserial,two_sided,5.097672115891019e-25,True
group_snapshot,1,member_history_mean_vy_mps_max,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.5873980309423348,mann_whitney_u,316,3375,0.7566151906578523,0.04844434930804006,0.8667303020050126,0.0172995714285714,846480.0,5.416464350487053e-67,rank_biserial,two_sided,2.464491279471609e-65,True
group_snapshot,2,member_history_mean_vy_mps_max,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.6331201697676612,mann_whitney_u,613,3078,0.7148792073004747,-0.011575982752655778,0.8006125714285713,0.01026340476190465,1540697.0,1.1433970118569001e-135,rank_biserial,two_sided,1.0404912807897792e-133,True
group_snapshot,3,member_history_mean_vy_mps_max,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.6441345029499772,mann_whitney_u,770,2921,0.6798755397962126,-0.04139475743942733,0.7638526190476189,0.0071991428571428,1848969.0,6.327527621633409e-167,rank_biserial,two_sided,5.758050135686402e-165,True
group_snapshot,1,member_history_mean_speed_mps_mean,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.45461978434130335,mann_whitney_u,316,3375,1.4671363737162972,0.9636764224419748,1.4489783809523809,0.9213518571428572,775676.0,7.588480947870022e-41,rank_biserial,two_sided,6.277743329601564e-40,True
group_snapshot,2,member_history_mean_speed_mps_mean,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.4065011177572353,mann_whitney_u,613,3078,1.3834776754033864,0.9317580262552762,1.3320409857142856,0.8559519047619046,1326903.0,4.8460460976674185e-57,rank_biserial,two_sided,4.009001771706683e-56,True
group_snapshot,3,member_history_mean_speed_mps_mean,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.39643335096946863,mann_whitney_u,770,2921,1.3505983352029374,0.9161459437623259,1.3161485238095239,0.820647492063492,1570408.0,2.001510093615021e-64,rank_biserial,two_sided,1.8213741851896692e-63,True
group_snapshot,1,member_history_mean_speed_mps_min,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.35940928270042205,mann_whitney_u,316,3375,1.1959713884337535,0.8063414408537558,1.252213738095238,0.6793289523809524,724905.0,3.677418604496319e-26,rank_biserial,two_sided,1.6732254650458253e-25,True
group_snapshot,2,member_history_mean_speed_mps_min,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.3156824149068218,mann_whitney_u,613,3078,1.1195743914683993,0.7839604352359856,1.0906907142857143,0.6377277142857142,1241224.0,4.2628804908395624e-35,rank_biserial,two_sided,1.939610623332001e-34,True
group_snapshot,3,member_history_mean_speed_mps_min,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.3190127913852665,mann_whitney_u,770,2921,1.1011339620833078,0.7707826671764276,1.082624404761905,0.608784380952381,1483342.0,2.3823148072943397e-42,rank_biserial,two_sided,1.2043924859099164e-41,True
group_snapshot,1,member_history_mean_speed_mps_max,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.4695377402719174,mann_whitney_u,316,3375,1.767020618078626,1.136885023613523,1.6853357142857142,1.0962369047619047,783631.0,1.87036626056241e-43,rank_biserial,two_sided,2.431476138731133e-42,True
group_snapshot,2,member_history_mean_speed_mps_max,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.44117438178856005,mann_whitney_u,613,3078,1.6866103940080517,1.0920965882006337,1.6091660476190477,1.026151976190476,1359614.0,7.327555334415513e-67,rank_biserial,two_sided,1.3336150708636233e-65,True
group_snapshot,3,member_history_mean_speed_mps_max,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.42258966641027573,mann_whitney_u,770,2921,1.6335595195676786,1.0741268880319663,1.5575356904761903,0.985806142857143,1599823.0,5.916119337533092e-73,rank_biserial,two_sided,8.972780995258522e-72,True
group_snapshot,1,member_history_y_displacement_m_mean,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.37824097515236765,mann_whitney_u,316,3375,0.7357472534132007,-0.17284166111851854,0.65549875,-0.0241483333333334,734947.0,8.505067924641023e-29,rank_biserial,two_sided,4.2997843396796275e-28,True
group_snapshot,2,member_history_y_displacement_m_mean,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.4366630733077028,mann_whitney_u,613,3078,0.7223434146877186,-0.25784307582846006,0.6675339999999998,-0.03722299999999995,1355358.0,1.5410944775477647e-65,rank_biserial,two_sided,2.003422820812094e-64,True
group_snapshot,3,member_history_y_displacement_m_mean,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.4658803025115932,mann_whitney_u,770,2921,0.7170858214115646,-0.3091408958176424,0.66104725,-0.047271,1648507.0,2.922606111123569e-88,rank_biserial,two_sided,5.3191431222448955e-87,True
group_snapshot,1,member_history_y_displacement_m_min,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.13940553211439277,mann_whitney_u,316,3375,-0.014963677215189907,-0.4427413185185185,-0.0316925,-0.119732,607588.0,4.064003842136393e-05,rank_biserial,two_sided,9.482675631651582e-05,True
group_snapshot,2,member_history_y_displacement_m_min,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.20447060494569147,mann_whitney_u,613,3078,0.0599546590538336,-0.4989384918778428,0.0205550000000001,-0.13592199999999985,1136306.0,1.1834897091452515e-15,rank_biserial,two_sided,3.988798649341403e-15,True
group_snapshot,3,member_history_y_displacement_m_min,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.241232988168969,mann_whitney_u,770,2921,0.11067259870129871,-0.542347953782951,0.034358999999999945,-0.1421509999999999,1395872.0,6.167428249661187e-25,rank_biserial,two_sided,2.078651743404326e-24,True
group_snapshot,1,member_history_y_displacement_m_max,316,3375,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.5878612283169244,mann_whitney_u,316,3375,1.5138938006329117,0.10164639762962963,1.7051290000000003,0.0426950000000001,846727.0,4.274987078426835e-67,rank_biserial,two_sided,2.464491279471609e-65,True
group_snapshot,2,member_history_y_displacement_m_max,613,3078,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.6308814753335517,mann_whitney_u,613,3078,1.4208512838499183,-0.016093178687459398,1.5780530000000002,0.02602749999999995,1538585.0,1.0041637537642546e-134,rank_biserial,two_sided,4.568945079627359e-133,True
group_snapshot,3,member_history_y_displacement_m_max,770,2921,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,0.6408319513420506,mann_whitney_u,770,2921,1.3518057753246753,-0.07512612598425199,1.5095965000000002,0.0182609999999998,1845255.0,3.073243537570987e-165,rank_biserial,two_sided,1.3983258095947992e-163,True
group_snapshot,1,member_window_low_speed_fraction_mean,316,3375,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.4028720112517581,mann_whitney_u,316,3375,0.22290348749241348,0.46886549855939774,0.1515873015873015,0.4285714285714285,318418.5,1.657483699028223e-32,rank_biserial,two_sided,1.077364404368345e-31,True
group_snapshot,2,member_window_low_speed_fraction_mean,613,3078,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.37618069401647436,mann_whitney_u,613,3078,0.2515412781265449,0.4868953074054574,0.1904761904761904,0.4603174603174603,588515.5,3.333624858504914e-49,rank_biserial,two_sided,2.1668561580281942e-48,True
group_snapshot,3,member_window_low_speed_fraction_mean,770,2921,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.37814215910758187,mann_whitney_u,770,2921,0.26007004036330106,0.4972970313611189,0.1904761904761904,0.4761904761904761,699332.0,6.7332913747976566e-59,rank_biserial,two_sided,5.5702683191507884e-58,True
group_snapshot,1,member_window_low_speed_fraction_min,316,3375,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.44782559774964836,mann_whitney_u,316,3375,0.13128571576309844,0.3948201862681394,0.0476190476190476,0.3125,294447.0,4.911662396948965e-40,rank_biserial,two_sided,3.7246773176862984e-39,True
group_snapshot,2,member_window_low_speed_fraction_min,613,3078,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.419051374433304,mann_whitney_u,613,3078,0.157420535112531,0.4150440632917896,0.0952380952380952,0.3333333333333333,548071.0,4.819848928825218e-61,rank_biserial,two_sided,4.873402805812164e-60,True
group_snapshot,3,member_window_low_speed_fraction_min,770,2921,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.4119733057083279,mann_whitney_u,770,2921,0.16958645021006805,0.42568396034726375,0.0952380952380952,0.375,661286.0,4.758697747230349e-70,rank_biserial,two_sided,5.413018687474522e-69,True
group_snapshot,1,member_window_low_speed_fraction_max,316,3375,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.337549929676512,mann_whitney_u,316,3375,0.31243525752517304,0.5393968088339949,0.1952380952380952,0.5238095238095238,353251.5,1.5263230243977448e-23,rank_biserial,two_sided,6.313427055463399e-23,True
group_snapshot,2,member_window_low_speed_fraction_max,613,3078,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.3177234215985253,mann_whitney_u,613,3078,0.3411230241502743,0.5555832870008347,0.238095238095238,0.5714285714285714,643664.5,5.835549688032429e-36,rank_biserial,two_sided,2.794921166373427e-35,True
group_snapshot,3,member_window_low_speed_fraction_max,770,2921,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.3223344611567823,mann_whitney_u,770,2921,0.34758858328020203,0.5654058754080561,0.25,0.5882352941176471,762092.5,9.990321353898954e-44,rank_biserial,two_sided,5.347760254145911e-43,True
group_snapshot,1,member_waiting_band_dwell_sec_mean,316,3375,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.16418846694796063,mann_whitney_u,316,3375,3.530958408679925,8.118217530864197,2.1464285714285616,3.000000000000091,445696.5,1.341665136864102e-06,rank_biserial,two_sided,4.07616209223344e-06,True
group_snapshot,2,member_waiting_band_dwell_sec_mean,613,3078,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.16397853736510326,mann_whitney_u,613,3078,3.706887477666432,8.525810591293045,2.199999999999909,3.149999999999954,788708.5,1.3555517558470648e-10,rank_biserial,two_sided,3.333924588704943e-10,True
group_snapshot,3,member_waiting_band_dwell_sec_mean,770,2921,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.20353597104709742,mann_whitney_u,770,2921,3.57264981447124,8.820207691429873,2.1499999999999546,3.299999999999818,895691.5,3.277223137296582e-18,rank_biserial,two_sided,1.065097519621389e-17,True
group_snapshot,1,member_waiting_band_dwell_sec_min,316,3375,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.24017346460384437,mann_whitney_u,316,3375,1.8351265822784828,6.525066666666667,1.3999999999999546,1.9999999999999771,405177.5,1.532405511035877e-12,rank_biserial,two_sided,5.8103708960110335e-12,True
group_snapshot,2,member_waiting_band_dwell_sec_min,613,3078,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.2464249258273471,mann_whitney_u,613,3078,1.8691680261011452,6.970825211176086,1.3999999999999546,2.1,710928.0,4.883472134615057e-22,rank_biserial,two_sided,1.8516498510415425e-21,True
group_snapshot,3,member_waiting_band_dwell_sec_min,770,2921,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.2681037893978667,mann_whitney_u,770,2921,1.8912987012987024,7.239198904484764,1.2999999999998182,2.1,823079.5,2.0088216455438843e-30,rank_biserial,two_sided,7.947946510630151e-30,True
group_snapshot,1,member_waiting_band_dwell_sec_max,316,3375,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.11085794655414904,mann_whitney_u,316,3375,5.404113924050628,9.637985185185185,2.699999999999909,3.6,474135.0,0.0011002448868413465,rank_biserial,two_sided,0.0018541163833807875,True
group_snapshot,2,member_waiting_band_dwell_sec_max,613,3078,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.11322154700993314,mann_whitney_u,613,3078,5.560358890701466,10.01539961013645,2.699999999999909,3.699999999999966,836593.0,9.275062069399691e-06,rank_biserial,two_sided,1.5925106571988147e-05,True
group_snapshot,3,member_waiting_band_dwell_sec_max,770,2921,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,-0.1564835028032563,mann_whitney_u,770,2921,5.26454545454545,10.33283122218418,2.699999999999909,3.8000000000000456,948606.0,2.2318301798533886e-11,rank_biserial,two_sided,4.6158305992422357e-11,True
group_snapshot,1,member_waiting_low_speed_time_sec_mean,316,3375,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,-0.2689132676980778,mann_whitney_u,316,3375,1.6052230259192286,6.093925925925926,0.3,1.15,389852.0,2.1194923381421127e-15,rank_biserial,two_sided,8.385817511779664e-15,True
group_snapshot,2,member_waiting_low_speed_time_sec_mean,613,3078,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,-0.2555249219053919,mann_whitney_u,613,3078,1.807477666433621,6.486766298462206,0.4,1.3,702343.0,1.1504425128101838e-23,rank_biserial,two_sided,4.5517508115533357e-23,True
group_snapshot,3,member_waiting_low_speed_time_sec_mean,770,2921,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,-0.2810169973812562,mann_whitney_u,770,2921,1.7334183673469388,6.7577947050097,0.4,1.4,808557.5,2.1708141180301844e-33,rank_biserial,two_sided,8.979276579124853e-33,True
group_snapshot,1,member_waiting_low_speed_time_sec_min,316,3375,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,-0.39507172995780593,mann_whitney_u,316,3375,0.4832278481012658,4.7366222222222225,0.0,0.5,322578.0,3.52420924630383e-32,rank_biserial,two_sided,2.1380202760909906e-31,True
group_snapshot,2,member_waiting_low_speed_time_sec_min,613,3078,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,-0.3646543856469159,mann_whitney_u,613,3078,0.5556280587275694,5.132618583495776,0.1,0.6000000000000001,599389.5,1.259530147178836e-47,rank_biserial,two_sided,6.742190787839652e-47,True
group_snapshot,3,member_waiting_low_speed_time_sec_min,770,2921,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,-0.36929133858267715,mann_whitney_u,770,2921,0.6015584415584415,5.366518315645327,0.1,0.7000000000000001,709285.5,7.940381263663137e-58,rank_biserial,two_sided,6.021455791611213e-57,True
group_snapshot,1,member_waiting_low_speed_time_sec_max,316,3375,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,-0.2236887013595874,mann_whitney_u,316,3375,2.90126582278481,7.429362962962964,0.4,1.5,413968.0,4.089627176934439e-11,rank_biserial,two_sided,1.488624292404136e-10,True
group_snapshot,2,member_waiting_low_speed_time_sec_max,613,3078,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,-0.21612199188685266,mann_whitney_u,613,3078,3.117944535073409,7.823131903833658,0.5,1.6,739516.0,2.1995998368317468e-17,rank_biserial,two_sided,8.006543406067558e-17,True
group_snapshot,3,member_waiting_low_speed_time_sec_max,770,2921,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,-0.24467114535584233,mann_whitney_u,770,2921,2.9264935064935065,8.12649777473468,0.5,1.7000000000000002,849431.5,1.012931319955134e-25,rank_biserial,two_sided,3.687070004636688e-25,True
group_snapshot,1,member_history_observed_fraction_mean,316,3375,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,-0.12161181434599155,mann_whitney_u,316,3375,0.9635433709348717,0.9702551440329219,0.988095238095238,1.0,468400.5,4.4993809364426426e-05,rank_biserial,two_sided,0.00010236091630407011,True
group_snapshot,2,member_history_observed_fraction_mean,613,3078,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,-0.15336222860334936,mann_whitney_u,613,3078,0.9610404575098119,0.9714012397248265,0.988095238095238,1.0,798724.0,7.699671925517445e-12,rank_biserial,two_sided,2.1895942038190234e-11,True
group_snapshot,3,member_history_observed_fraction_mean,770,2921,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,-0.15233663973821454,mann_whitney_u,770,2921,0.9612640987130783,0.9718991647783157,0.988095238095238,1.0,953269.5,1.1501342027823545e-13,rank_biserial,two_sided,2.907283679255396e-13,True
group_snapshot,1,member_history_observed_fraction_min,316,3375,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,-0.13078668541959682,mann_whitney_u,316,3375,0.941078963230862,0.9554991181657848,0.9523809523809524,1.0,463508.0,1.1015251511292465e-05,rank_biserial,two_sided,2.863965392936041e-05,True
group_snapshot,2,member_history_observed_fraction_min,613,3078,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,-0.16513339417663853,mann_whitney_u,613,3078,0.9370776042880448,0.9576874284476624,0.9523809523809524,1.0,787619.0,1.5468860428950049e-13,rank_biserial,two_sided,4.854021720808464e-13,True
group_snapshot,3,member_history_observed_fraction_min,770,2921,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,-0.1631375129492213,mann_whitney_u,770,2921,0.9377241805813235,0.9586247371252505,0.9523809523809524,1.0,941123.0,1.672813035358649e-15,rank_biserial,two_sided,4.910515684439905e-15,True
group_snapshot,1,member_history_observed_fraction_max,316,3375,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,-0.01585935302390995,mann_whitney_u,316,3375,0.9822182037371912,0.9827160493827162,1.0,1.0,524793.0,0.47366218874457133,rank_biserial,two_sided,0.519316375611518,False
group_snapshot,2,member_history_observed_fraction_max,613,3078,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,-0.01880259527436201,mann_whitney_u,613,3078,0.9813563271964578,0.9829357343977229,1.0,1.0,925668.5,0.25848966265367745,rank_biserial,two_sided,0.28686047928639813,False
group_snapshot,3,member_history_observed_fraction_max,770,2921,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,-0.026827229600252522,mann_whitney_u,770,2921,0.9813234384662958,0.9830292952511371,1.0,1.0,1094415.5,0.07836439596237589,rank_biserial,two_sided,0.09142512862277187,False
