dataset,composition_group,features,reference_feature_not_jointly_encoded,row_sum_mean,row_sum_min,row_sum_max,decision
individual,dbscan_companion_gender,dbscan_companion_male_ratio_2s_mean|dbscan_companion_female_ratio_2s_mean|dbscan_companion_unknown_gender_ratio_2s_mean,dbscan_companion_unknown_gender_ratio_2s_mean,0.5717500183561659,0.0,1.0000000000000004,retain all for reporting; omit reference component from joint model
individual,dbscan_companion_age,dbscan_companion_young_ratio_2s_mean|dbscan_companion_adult_ratio_2s_mean|dbscan_companion_old_ratio_2s_mean|dbscan_companion_unknown_age_ratio_2s_mean,dbscan_companion_unknown_age_ratio_2s_mean,0.5717500183561659,0.0,1.0000000000000004,retain all for reporting; omit reference component from joint model
